sample,mae_full,mae_inv_only,better_full_or_inv,mae_compare,better_full_or_compare
655,0.27406957745552063,0.29313787817955017,full,0.266216516494751,compare
656,0.26493605971336365,0.28968775272369385,full,0.24388818442821503,compare
657,0.2669207453727722,0.29365843534469604,full,0.24557718634605408,compare
658,0.26708343625068665,0.29961803555488586,full,0.27975794672966003,full
659,0.28557273745536804,0.32029208540916443,full,0.3048224151134491,full
660,0.29261139035224915,0.3376893699169159,full,0.3078368306159973,full
661,0.3395847678184509,0.35369089245796204,full,0.35673120617866516,full
662,0.31331050395965576,0.359230101108551,full,0.30899643898010254,compare
663,0.33893120288848877,0.3581086993217468,full,0.32333484292030334,compare
664,0.34597378969192505,0.36738958954811096,full,0.33741191029548645,compare
665,0.35251036286354065,0.3647406995296478,full,0.3318333327770233,compare
666,0.35020947456359863,0.36508452892303467,full,0.33350324630737305,compare
667,0.3366057276725769,0.35502079129219055,full,0.32093101739883423,compare
668,0.3253817856311798,0.34051015973091125,full,0.3189108967781067,compare
669,0.33148691058158875,0.3424496352672577,full,0.31972503662109375,compare
670,0.34675294160842896,0.33549490571022034,inv_only,0.3162696063518524,compare
671,0.35724937915802,0.3357970118522644,inv_only,0.3241828680038452,compare
672,0.31476590037345886,0.32846421003341675,full,0.30985599756240845,compare
673,0.2996416985988617,0.31501662731170654,full,0.2947602868080139,compare
674,0.2972741425037384,0.3073572814464569,full,0.2893742620944977,compare
675,0.3042949438095093,0.3099386394023895,full,0.2894265353679657,compare
676,0.29288288950920105,0.3076479732990265,full,0.2928200364112854,compare
677,0.30298352241516113,0.31461936235427856,full,0.2913423478603363,compare
678,0.30497902631759644,0.3128056228160858,full,0.3002364933490753,compare
679,0.30312442779541016,0.3187079131603241,full,0.31095173954963684,full
680,0.3181731402873993,0.30072686076164246,inv_only,0.32330605387687683,full
681,0.3749805688858032,0.29094624519348145,inv_only,0.3301771879196167,compare
682,0.36990925669670105,0.31840306520462036,inv_only,0.3495774269104004,compare
683,0.3828035593032837,0.3292217254638672,inv_only,0.35109183192253113,compare
684,0.434666246175766,0.33333346247673035,inv_only,0.34698671102523804,compare
685,0.399994820356369,0.36010217666625977,inv_only,0.3797590434551239,compare
686,0.41657301783561707,0.3634931147098541,inv_only,0.39286506175994873,compare
687,0.3924714922904968,0.3812376856803894,inv_only,0.41153135895729065,full
688,0.38914772868156433,0.3806988596916199,inv_only,0.41309937834739685,full
689,0.3762126863002777,0.3730235695838928,inv_only,0.42015284299850464,full
690,0.3748941123485565,0.36895444989204407,inv_only,0.4087934195995331,full
691,0.3919716775417328,0.37081584334373474,inv_only,0.40153083205223083,full
692,0.3981848359107971,0.36366477608680725,inv_only,0.40447136759757996,full
693,0.3787989318370819,0.3723423182964325,inv_only,0.3964169919490814,full
694,0.3945505619049072,0.37466946244239807,inv_only,0.37794190645217896,compare
695,0.3690265417098999,0.36439821124076843,inv_only,0.37013331055641174,full
696,0.36703357100486755,0.37656810879707336,full,0.3856275677680969,full
697,0.38534364104270935,0.3710215389728546,inv_only,0.40114253759384155,full
698,0.4104432761669159,0.3756832778453827,inv_only,0.40387168526649475,compare
699,0.3861711323261261,0.38539034128189087,inv_only,0.40846580266952515,full
700,0.420871376991272,0.3918955624103546,inv_only,0.40905579924583435,compare
701,0.4337194561958313,0.3977111577987671,inv_only,0.4166286587715149,compare
702,0.43750953674316406,0.40061262249946594,inv_only,0.4169648587703705,compare
703,0.4230188727378845,0.4094683825969696,inv_only,0.41992825269699097,compare
704,0.44460660219192505,0.4028973877429962,inv_only,0.426267147064209,compare
705,0.4013369381427765,0.4012085795402527,inv_only,0.4119865894317627,full
706,0.37855803966522217,0.4011557996273041,full,0.3591637909412384,compare
707,0.35772189497947693,0.38315102458000183,full,0.3668619990348816,full
708,0.36730536818504333,0.3876599371433258,full,0.373543918132782,full
709,0.369808167219162,0.38946017622947693,full,0.3861631751060486,full
710,0.4028777778148651,0.3903011679649353,inv_only,0.4564313590526581,full
711,0.44697681069374084,0.39326226711273193,inv_only,0.4346264600753784,compare
712,0.4731215536594391,0.4235459268093109,inv_only,0.5125558972358704,full
713,0.4504666328430176,0.44083255529403687,inv_only,0.5139626860618591,full
714,0.42985907196998596,0.42170417308807373,inv_only,0.43493208289146423,full
715,0.41533163189888,0.40153804421424866,inv_only,0.4061520993709564,compare
716,0.41499483585357666,0.40415096282958984,inv_only,0.40289679169654846,compare
717,0.3954216241836548,0.39609527587890625,full,0.39398789405822754,compare
718,0.3767107129096985,0.3868604004383087,full,0.3751109540462494,compare
719,0.35683009028434753,0.37762653827667236,full,0.3458249270915985,compare
720,0.3898368775844574,0.40933987498283386,full,0.3708682358264923,compare
721,0.3895621597766876,0.4166778326034546,full,0.3775678277015686,compare
722,0.3825199604034424,0.4178507626056671,full,0.3930785059928894,full
723,0.38850653171539307,0.4281015992164612,full,0.40365901589393616,full
724,0.39696162939071655,0.4120861291885376,full,0.41412124037742615,full
725,0.41237637400627136,0.42767253518104553,full,0.4370551109313965,full
726,0.41005152463912964,0.4412144720554352,full,0.4256332516670227,full
727,0.425782710313797,0.44362276792526245,full,0.42486345767974854,compare
728,0.42370593547821045,0.43422073125839233,full,0.4394941031932831,full
729,0.41188734769821167,0.4434846341609955,full,0.44388699531555176,full
730,0.3932357132434845,0.45230385661125183,full,0.42326778173446655,full
731,0.3527431786060333,0.42278021574020386,full,0.38424795866012573,full
732,0.35081321001052856,0.4061092734336853,full,0.3502815365791321,compare
733,0.35455724596977234,0.3801768720149994,full,0.3402184844017029,compare
734,0.36620962619781494,0.3737800419330597,full,0.3451341986656189,compare
735,0.37040790915489197,0.36010804772377014,inv_only,0.3410857021808624,compare
736,0.33269646763801575,0.34688103199005127,full,0.3249829113483429,compare
737,0.32761362195014954,0.33788999915122986,full,0.31562915444374084,compare
738,0.3377766013145447,0.3377969264984131,full,0.3401380777359009,full
739,0.3412826657295227,0.34965479373931885,full,0.33513733744621277,compare
740,0.36204344034194946,0.3352424204349518,inv_only,0.33829766511917114,compare
741,0.3234732151031494,0.3515082001686096,full,0.32302820682525635,compare
742,0.34066832065582275,0.34264877438545227,full,0.35135677456855774,full
743,0.35846155881881714,0.344054639339447,inv_only,0.32518699765205383,compare
744,0.3187725841999054,0.35436609387397766,full,0.3168227970600128,compare
745,0.30601242184638977,0.34978610277175903,full,0.29722312092781067,compare
746,0.3082246780395508,0.3463060259819031,full,0.2768852114677429,compare
747,0.2953173816204071,0.3397866189479828,full,0.2679678797721863,compare
748,0.3012441098690033,0.31463944911956787,full,0.26380953192710876,compare
749,0.2798060178756714,0.3172488510608673,full,0.2739621698856354,compare
750,0.28651878237724304,0.32342302799224854,full,0.2687630355358124,compare
751,0.29139694571495056,0.32195526361465454,full,0.2630520164966583,compare
752,0.27869507670402527,0.2954975366592407,full,0.2589971721172333,compare
753,0.2819114923477173,0.30724385380744934,full,0.2698102593421936,compare
754,0.305590957403183,0.32257115840911865,full,0.2961648404598236,compare
755,0.28119543194770813,0.3196476697921753,full,0.3003314733505249,full
756,0.28954750299453735,0.3240356147289276,full,0.29315048456192017,full
757,0.28983017802238464,0.3176279664039612,full,0.30718889832496643,full
758,0.29382622241973877,0.3200036883354187,full,0.3242475688457489,full
759,0.3037458658218384,0.3266649544239044,full,0.2918405830860138,compare
760,0.31525206565856934,0.3320041298866272,full,0.293152391910553,compare
761,0.2991539537906647,0.3324337601661682,full,0.32643336057662964,full
762,0.29842129349708557,0.3231636881828308,full,0.31205984950065613,full
763,0.30138397216796875,0.3254534602165222,full,0.3038742244243622,full
764,0.3083573281764984,0.3282492458820343,full,0.3132008910179138,full
765,0.3116546869277954,0.3395324945449829,full,0.31934356689453125,full
766,0.2989325225353241,0.33068275451660156,full,0.3084716498851776,full
767,0.2858331501483917,0.29449698328971863,full,0.29761815071105957,full
768,0.28276175260543823,0.3068150579929352,full,0.29290571808815,full
769,0.28686225414276123,0.29298990964889526,full,0.26374372839927673,compare
770,0.28506383299827576,0.3020990788936615,full,0.2643715739250183,compare
771,0.28336864709854126,0.32145240902900696,full,0.26763349771499634,compare
772,0.28996381163597107,0.30388543009757996,full,0.2809452414512634,compare
773,0.3177542984485626,0.31001073122024536,inv_only,0.2812076210975647,compare
774,0.29721954464912415,0.3183966279029846,full,0.301178902387619,full
775,0.30276229977607727,0.3155120611190796,full,0.30585771799087524,full
776,0.28327280282974243,0.28979671001434326,full,0.2974741756916046,full
777,0.2779175639152527,0.27985796332359314,full,0.28793996572494507,full
778,0.316601037979126,0.30658453702926636,inv_only,0.2815447747707367,compare
779,0.29512685537338257,0.3037138283252716,full,0.2845543622970581,compare
780,0.2751196622848511,0.30001580715179443,full,0.2795843780040741,full
781,0.3177472949028015,0.3131585121154785,inv_only,0.3109366297721863,compare
782,0.297188401222229,0.3115714490413666,full,0.3095798194408417,full
783,0.31699278950691223,0.29309284687042236,inv_only,0.31288641691207886,compare
784,0.34121865034103394,0.2874120771884918,inv_only,0.295288622379303,compare
785,0.3530089259147644,0.290915310382843,inv_only,0.2980380952358246,compare
786,0.30225470662117004,0.2901425361633301,inv_only,0.29311496019363403,compare
787,0.3065984547138214,0.29290762543678284,inv_only,0.29172083735466003,compare
788,0.3270926773548126,0.30661970376968384,inv_only,0.28811147809028625,compare
789,0.3449515104293823,0.2883703112602234,inv_only,0.29514461755752563,compare
790,0.30956733226776123,0.29620444774627686,inv_only,0.2909564971923828,compare
791,0.3050778806209564,0.27461642026901245,inv_only,0.29340803623199463,compare
792,0.3581547141075134,0.2898988127708435,inv_only,0.297013521194458,compare
793,0.3427703082561493,0.29356706142425537,inv_only,0.2951642870903015,compare
794,0.34571176767349243,0.2980540990829468,inv_only,0.30648282170295715,compare
795,0.3434087634086609,0.32173243165016174,inv_only,0.303282231092453,compare
796,0.35293692350387573,0.31616681814193726,inv_only,0.31418928503990173,compare
797,0.3696596920490265,0.31183087825775146,inv_only,0.31137940287590027,compare
798,0.4310227036476135,0.3063148260116577,inv_only,0.2988090217113495,compare
799,0.36483266949653625,0.3011077344417572,inv_only,0.31708499789237976,compare
800,0.37765952944755554,0.28640016913414,inv_only,0.3221915066242218,compare
801,0.42791739106178284,0.2858801484107971,inv_only,0.33924177289009094,compare
802,0.3342251479625702,0.3030688166618347,inv_only,0.29382801055908203,compare
803,0.3238350749015808,0.305640310049057,inv_only,0.31326863169670105,compare
804,0.36871352791786194,0.32825398445129395,inv_only,0.348001092672348,compare
805,0.3601686954498291,0.3311910331249237,inv_only,0.34288257360458374,compare
806,0.3549511730670929,0.3357202708721161,inv_only,0.3367530107498169,compare
807,0.3678778409957886,0.32065242528915405,inv_only,0.35274738073349,compare
808,0.3343731760978699,0.3152645230293274,inv_only,0.33942097425460815,full
809,0.33149418234825134,0.31398123502731323,inv_only,0.3322111964225769,full
810,0.30952349305152893,0.31205856800079346,full,0.3382352590560913,full
811,0.30226409435272217,0.3130866289138794,full,0.3289332091808319,full
812,0.3143872916698456,0.32351213693618774,full,0.3024764358997345,compare
813,0.30247294902801514,0.33075785636901855,full,0.31210044026374817,full
814,0.2992649972438812,0.3270690143108368,full,0.3127552270889282,full
815,0.3047763705253601,0.3136432468891144,full,0.3206975758075714,full
816,0.3010301887989044,0.3047901391983032,full,0.3254225552082062,full
817,0.2986479103565216,0.29486969113349915,inv_only,0.30116891860961914,full
818,0.3236997723579407,0.3026767075061798,inv_only,0.3212437629699707,compare
819,0.34227457642555237,0.3238562047481537,inv_only,0.3263900876045227,compare
820,0.3528572618961334,0.32391348481178284,inv_only,0.3306778073310852,compare
821,0.3579294979572296,0.33214762806892395,inv_only,0.35087013244628906,compare
822,0.33237189054489136,0.33167538046836853,inv_only,0.3500104546546936,full
823,0.336114764213562,0.3366888761520386,full,0.3484145998954773,full
824,0.3509365916252136,0.3316745460033417,inv_only,0.3414324223995209,compare
825,0.39342498779296875,0.3389621675014496,inv_only,0.3581799268722534,compare
826,0.4112100303173065,0.3673340082168579,inv_only,0.36062753200531006,compare
827,0.3959687650203705,0.37150079011917114,inv_only,0.35628455877304077,compare
828,0.39401042461395264,0.3664803206920624,inv_only,0.37246984243392944,compare
829,0.45591601729393005,0.3880767524242401,inv_only,0.4542287588119507,compare
830,0.37450164556503296,0.3852706849575043,full,0.4038941264152527,full
831,0.3763114809989929,0.40546831488609314,full,0.39145591855049133,full
832,0.3692106306552887,0.4049356281757355,full,0.39282718300819397,full
833,0.36753034591674805,0.4034564793109894,full,0.40273135900497437,full
834,0.36949557065963745,0.41088196635246277,full,0.38268399238586426,full
835,0.374120831489563,0.40851783752441406,full,0.3658469617366791,compare
836,0.3750968277454376,0.41068127751350403,full,0.37004485726356506,compare
837,0.3697242736816406,0.3961286246776581,full,0.365893691778183,compare
838,0.38542547821998596,0.4108656048774719,full,0.37434980273246765,compare
839,0.3791276514530182,0.41242989897727966,full,0.3863913416862488,full
840,0.3728741705417633,0.3791024088859558,full,0.36893773078918457,compare
841,0.3469584584236145,0.3568502366542816,full,0.3563121557235718,full
842,0.34262511134147644,0.34450340270996094,full,0.35167062282562256,full
843,0.3462958037853241,0.35777807235717773,full,0.34222036600112915,compare
844,0.3502911329269409,0.3624988794326782,full,0.34651046991348267,compare
845,0.371815949678421,0.36230990290641785,inv_only,0.3594406247138977,compare
846,0.3749455213546753,0.3752287030220032,full,0.3568095862865448,compare
847,0.39902788400650024,0.3900531232357025,inv_only,0.3761267364025116,compare
848,0.4105225205421448,0.3927958309650421,inv_only,0.3918212354183197,compare
849,0.40277227759361267,0.3963265120983124,inv_only,0.3662436306476593,compare
850,0.3274495303630829,0.37288856506347656,full,0.3111896216869354,compare
851,0.3366502523422241,0.36934852600097656,full,0.32110166549682617,compare
852,0.3155709207057953,0.34834906458854675,full,0.3300336003303528,full
853,0.30771687626838684,0.34930723905563354,full,0.32206884026527405,full
854,0.32082363963127136,0.33138298988342285,full,0.3076701760292053,compare
855,0.3267504572868347,0.3245253264904022,inv_only,0.3230673670768738,compare
856,0.3332221508026123,0.34115198254585266,full,0.3123922348022461,compare
857,0.3961459696292877,0.3535827398300171,inv_only,0.31914353370666504,compare
858,0.40167826414108276,0.3747830092906952,inv_only,0.34125620126724243,compare
859,0.36396172642707825,0.37606939673423767,full,0.3392763137817383,compare
860,0.3311915397644043,0.377655953168869,full,0.33506324887275696,full
861,0.34068170189857483,0.3708128333091736,full,0.33614519238471985,compare
862,0.35151880979537964,0.38602331280708313,full,0.34161409735679626,compare
863,0.37041574716567993,0.3956562280654907,full,0.34997400641441345,compare
864,0.35809388756752014,0.3868798315525055,full,0.36565887928009033,full
865,0.35560598969459534,0.37894830107688904,full,0.34909167885780334,compare
866,0.3689314126968384,0.37385350465774536,full,0.34770551323890686,compare
867,0.36468425393104553,0.383050799369812,full,0.3542289733886719,compare
868,0.36856403946876526,0.3909907042980194,full,0.3508032560348511,compare
869,0.37809881567955017,0.37960442900657654,full,0.34145161509513855,compare
870,0.38370269536972046,0.37687185406684875,inv_only,0.34901219606399536,compare
871,0.3796977400779724,0.38585203886032104,full,0.3494124114513397,compare
872,0.3881837725639343,0.38088440895080566,inv_only,0.347286194562912,compare
873,0.3460511267185211,0.36998748779296875,full,0.3173174560070038,compare
874,0.3265751600265503,0.3313570022583008,full,0.31450217962265015,compare
875,0.32777753472328186,0.3433218002319336,full,0.31496140360832214,compare
876,0.32143691182136536,0.3474244773387909,full,0.3284711539745331,full
877,0.3207765221595764,0.34771212935447693,full,0.3167240619659424,compare
878,0.3252616226673126,0.3475731611251831,full,0.3122001588344574,compare
879,0.30979716777801514,0.3275635838508606,full,0.30849093198776245,compare
880,0.32117611169815063,0.3225798010826111,full,0.3204438090324402,compare
881,0.3372148275375366,0.33790284395217896,full,0.3332103192806244,compare
882,0.35488361120224,0.35452020168304443,inv_only,0.3407853841781616,compare
883,0.3630342185497284,0.3534773588180542,inv_only,0.33266976475715637,compare
884,0.3737925589084625,0.3702508807182312,inv_only,0.34107112884521484,compare
885,0.3774149417877197,0.37523066997528076,inv_only,0.35567939281463623,compare
886,0.3853822946548462,0.3905825912952423,full,0.36433184146881104,compare
887,0.3866897523403168,0.3847549259662628,inv_only,0.3605189323425293,compare
888,0.3767377734184265,0.38025641441345215,full,0.3669416308403015,compare
889,0.3715618848800659,0.3864017426967621,full,0.3663778007030487,compare
890,0.38806045055389404,0.40277642011642456,full,0.3719087541103363,compare
891,0.4030204713344574,0.41424378752708435,full,0.3863272964954376,compare
892,0.40151727199554443,0.41150203347206116,full,0.39728057384490967,compare
893,0.43484973907470703,0.41909486055374146,inv_only,0.4130254089832306,compare
894,0.41738641262054443,0.42247676849365234,full,0.4292083978652954,full
895,0.43780818581581116,0.43250158429145813,inv_only,0.4283238351345062,compare
896,0.42129436135292053,0.4541279077529907,full,0.4464111328125,full
897,0.43934160470962524,0.45559290051460266,full,0.401095449924469,compare
898,0.3910004496574402,0.44721153378486633,full,0.36917752027511597,compare
899,0.39929625391960144,0.43101948499679565,full,0.3691544234752655,compare
900,0.38580086827278137,0.43219393491744995,full,0.37584200501441956,compare
901,0.38558757305145264,0.4351085424423218,full,0.3856241703033447,full
902,0.40334412455558777,0.4395287036895752,full,0.3792283236980438,compare
903,0.41893360018730164,0.4284244775772095,full,0.39257895946502686,compare
904,0.41643279790878296,0.4271695017814636,full,0.4186417758464813,full
905,0.41464492678642273,0.4335680603981018,full,0.40607166290283203,compare
906,0.42507073283195496,0.4338165521621704,full,0.40687552094459534,compare
907,0.4157164394855499,0.4198929965496063,full,0.40194734930992126,compare
908,0.41990697383880615,0.42116960883140564,full,0.4027060568332672,compare
909,0.4242282807826996,0.4193428158760071,inv_only,0.4074958562850952,compare
910,0.406220942735672,0.41306042671203613,full,0.39506831765174866,compare
911,0.38517144322395325,0.4117061197757721,full,0.3910408020019531,full
912,0.41519737243652344,0.4161040186882019,full,0.39946338534355164,compare
913,0.4030994176864624,0.4148752689361572,full,0.40608543157577515,full
914,0.4040485620498657,0.42094576358795166,full,0.40301650762557983,compare
915,0.41517266631126404,0.416267991065979,full,0.4004209637641907,compare
916,0.39572036266326904,0.4265173077583313,full,0.3999655544757843,full
917,0.4204801023006439,0.43011075258255005,full,0.39882510900497437,compare
918,0.40346965193748474,0.43609559535980225,full,0.3990187346935272,compare
919,0.43319812417030334,0.4348982870578766,full,0.40594393014907837,compare
920,0.39446258544921875,0.41901570558547974,full,0.39146459102630615,compare
921,0.402195543050766,0.4133070111274719,full,0.3829512298107147,compare
922,0.41526976227760315,0.43234890699386597,full,0.4426015317440033,full
923,0.42703694105148315,0.41647204756736755,inv_only,0.4373413026332855,full
924,0.4324752390384674,0.42501646280288696,inv_only,0.438737154006958,full
925,0.5226214528083801,0.5241213440895081,full,0.5674352049827576,full
926,0.4667057394981384,0.4969198703765869,full,0.4797673225402832,full
927,0.46249961853027344,0.498487263917923,full,0.4334199130535126,compare
928,0.4175909757614136,0.46361279487609863,full,0.3961229920387268,compare
929,0.373310923576355,0.4281648099422455,full,0.36603039503097534,compare
930,0.36393603682518005,0.40676772594451904,full,0.3563767373561859,compare
931,0.35496336221694946,0.39251193404197693,full,0.3490297198295593,compare
932,0.34540870785713196,0.36529600620269775,full,0.343067467212677,compare
933,0.3412278890609741,0.3625757098197937,full,0.347641259431839,full
934,0.3522016406059265,0.3651944100856781,full,0.34923794865608215,compare
935,0.3480829894542694,0.3562050759792328,full,0.33904701471328735,compare
936,0.3310869634151459,0.3401225507259369,full,0.32319992780685425,compare
937,0.3332107365131378,0.32943522930145264,inv_only,0.31234315037727356,compare
938,0.2983691394329071,0.3189274072647095,full,0.33523625135421753,full
939,0.2884099781513214,0.29775694012641907,full,0.34184619784355164,full
940,0.31701457500457764,0.3143976926803589,inv_only,0.3258008062839508,full
941,0.3182162940502167,0.3244054913520813,full,0.31589725613594055,compare
942,0.3428320586681366,0.31330975890159607,inv_only,0.32322216033935547,compare
943,0.34295159578323364,0.3146704435348511,inv_only,0.33409786224365234,compare
944,0.32727307081222534,0.31339460611343384,inv_only,0.3196454644203186,compare
945,0.34950587153434753,0.3141584098339081,inv_only,0.3312080204486847,compare
946,0.348958820104599,0.3139156401157379,inv_only,0.3797411620616913,full
947,0.32117462158203125,0.31852367520332336,inv_only,0.3425590395927429,full
948,0.29200127720832825,0.2947402596473694,full,0.30964890122413635,full
949,0.3022197186946869,0.30096635222435,inv_only,0.30521953105926514,full
950,0.3310895562171936,0.31279078125953674,inv_only,0.33507677912712097,full
951,0.314789354801178,0.30254366993904114,inv_only,0.3789670765399933,full
952,0.3245989680290222,0.3097469210624695,inv_only,0.4093399941921234,full
953,0.33179813623428345,0.32473093271255493,inv_only,0.40542811155319214,full
954,0.31993257999420166,0.31891152262687683,inv_only,0.3859269320964813,full
955,0.32400262355804443,0.30275610089302063,inv_only,0.3379383087158203,full
956,0.3007628321647644,0.2880614995956421,inv_only,0.3158874213695526,full
957,0.2924692630767822,0.29110464453697205,inv_only,0.2937036156654358,full
958,0.2735716700553894,0.2812368869781494,full,0.30240076780319214,full
959,0.2999112904071808,0.2761244475841522,inv_only,0.29829394817352295,compare
960,0.277013897895813,0.286591500043869,full,0.27641111612319946,compare
961,0.2932726740837097,0.2778167426586151,inv_only,0.29848113656044006,full
962,0.2904597222805023,0.2866560220718384,inv_only,0.2960146963596344,full
963,0.29706913232803345,0.29310110211372375,inv_only,0.3023719787597656,full
964,0.31542137265205383,0.3094159662723541,inv_only,0.31216275691986084,compare
965,0.31913426518440247,0.3145957589149475,inv_only,0.3271109461784363,full
966,0.3073912560939789,0.3068714141845703,inv_only,0.3078833818435669,full
967,0.3203110992908478,0.3136621117591858,inv_only,0.32468557357788086,full
968,0.33471959829330444,0.3140369653701782,inv_only,0.35846248269081116,full
969,0.336047500371933,0.31287139654159546,inv_only,0.3671780824661255,full
970,0.34181031584739685,0.3163987994194031,inv_only,0.33463674783706665,compare
971,0.3262171149253845,0.31210896372795105,inv_only,0.3186558783054352,compare
972,0.28567755222320557,0.27481260895729065,inv_only,0.2903423011302948,full
973,0.353019118309021,0.28288590908050537,inv_only,0.2959291338920593,compare
974,0.32606106996536255,0.29762962460517883,inv_only,0.3186149597167969,compare
975,0.32511699199676514,0.2876630127429962,inv_only,0.3288745582103729,full
976,0.3897661864757538,0.3008737564086914,inv_only,0.34522324800491333,compare
977,0.2961796820163727,0.2876754701137543,inv_only,0.32394492626190186,full
978,0.3040298819541931,0.29236045479774475,inv_only,0.289480596780777,compare
979,0.3295585513114929,0.2939177453517914,inv_only,0.2898227572441101,compare
980,0.28614500164985657,0.2950481176376343,full,0.3011806309223175,full
981,0.29192715883255005,0.3082776665687561,full,0.32667359709739685,full
982,0.2887721657752991,0.2923415005207062,full,0.30832862854003906,full
983,0.293817400932312,0.27609172463417053,inv_only,0.3043603003025055,full
984,0.2876002788543701,0.28681036829948425,inv_only,0.2990369200706482,full
985,0.2938464879989624,0.273857444524765,inv_only,0.2916010320186615,compare
986,0.2644231915473938,0.2682093679904938,full,0.28010082244873047,full
987,0.2729980945587158,0.27023011445999146,inv_only,0.27993667125701904,full
988,0.30255141854286194,0.28269898891448975,inv_only,0.28811660408973694,compare
989,0.296352356672287,0.2746173143386841,inv_only,0.3008652627468109,full
990,0.2951488196849823,0.27080294489860535,inv_only,0.3117152750492096,full
991,0.284906268119812,0.28453701734542847,inv_only,0.3149385154247284,full
992,0.3062654733657837,0.29343289136886597,inv_only,0.3187275826931,full
993,0.32141998410224915,0.31591561436653137,inv_only,0.30909016728401184,compare
994,0.378167986869812,0.3361606299877167,inv_only,0.29974687099456787,compare
995,0.3455890417098999,0.3313383162021637,inv_only,0.2980985641479492,compare
996,0.3619109094142914,0.3251053988933563,inv_only,0.3561871349811554,compare
997,0.35679665207862854,0.3138270676136017,inv_only,0.35592401027679443,compare
998,0.3142431378364563,0.3063497841358185,inv_only,0.33165624737739563,full
999,0.3356941044330597,0.32110562920570374,inv_only,0.30727580189704895,compare
1000,0.30991458892822266,0.3133097290992737,full,0.2981937825679779,compare
1001,0.3165455460548401,0.30720797181129456,inv_only,0.30383628606796265,compare
1002,0.29801568388938904,0.2814345955848694,inv_only,0.309081494808197,full
1003,0.2867369055747986,0.28314658999443054,inv_only,0.3056733310222626,full
1004,0.30792081356048584,0.28222835063934326,inv_only,0.3109433054924011,full
1005,0.3210192322731018,0.28442689776420593,inv_only,0.3225157558917999,full
1006,0.2624925374984741,0.26906999945640564,full,0.29239681363105774,full
1007,0.2632502317428589,0.26070672273635864,inv_only,0.2790732681751251,full
1008,0.2651542127132416,0.2823551297187805,full,0.26216983795166016,compare
1009,0.26684439182281494,0.2872603237628937,full,0.2556263506412506,compare
1010,0.2752958834171295,0.2844616174697876,full,0.26429855823516846,compare
1011,0.2869721055030823,0.3019685745239258,full,0.2798123061656952,compare
1012,0.3025658428668976,0.30066829919815063,inv_only,0.2905117869377136,compare
1013,0.3015761971473694,0.2852492928504944,inv_only,0.2870437502861023,compare
1014,0.29060009121894836,0.28862395882606506,inv_only,0.2820507287979126,compare
1015,0.27929258346557617,0.2918145954608917,full,0.28906142711639404,full
1016,0.27115222811698914,0.2958499789237976,full,0.285976380109787,full
1017,0.2827095091342926,0.2939918041229248,full,0.2753673195838928,compare
1018,0.2591083347797394,0.277614563703537,full,0.2537437975406647,compare
1019,0.25399383902549744,0.27742284536361694,full,0.2582608759403229,full
1020,0.2465532422065735,0.28304004669189453,full,0.2596587836742401,full
1021,0.2738380432128906,0.3134594261646271,full,0.30291104316711426,full
1022,0.2961587607860565,0.3170490860939026,full,0.3212111294269562,full
1023,0.31852397322654724,0.31794512271881104,inv_only,0.2849982678890228,compare
1024,0.3142719864845276,0.3182137906551361,full,0.28215762972831726,compare
1025,0.27764350175857544,0.3143860697746277,full,0.28480690717697144,full
1026,0.2766828238964081,0.315040647983551,full,0.2890724837779999,full
1027,0.2722604274749756,0.307057648897171,full,0.27308040857315063,full
1028,0.2606120705604553,0.2872674763202667,full,0.25217491388320923,compare
1029,0.2740092873573303,0.2971724271774292,full,0.2687176465988159,compare
1030,0.2740478813648224,0.302284300327301,full,0.2672620713710785,compare
1031,0.2769908905029297,0.30438104271888733,full,0.2808336019515991,full
1032,0.26620984077453613,0.28657761216163635,full,0.29193446040153503,full
1033,0.2777985632419586,0.28379353880882263,full,0.31157320737838745,full
1034,0.28642433881759644,0.29223477840423584,full,0.2874816656112671,full
1035,0.2761751413345337,0.2868284285068512,full,0.27875152230262756,full
1036,0.2777043282985687,0.2930537164211273,full,0.27958226203918457,full
1037,0.2750307619571686,0.2779756188392639,full,0.266133576631546,compare
1038,0.2903403639793396,0.2887096405029297,inv_only,0.2697448432445526,compare
1039,0.2762623429298401,0.28444400429725647,full,0.27317026257514954,compare
1040,0.2808024287223816,0.28252020478248596,full,0.28207066655158997,full
1041,0.27934905886650085,0.28548258543014526,full,0.2837027609348297,full
1042,0.28909048438072205,0.2988077998161316,full,0.32530367374420166,full
1043,0.3465685546398163,0.3055197596549988,inv_only,0.35748299956321716,full
1044,0.2889225482940674,0.31177040934562683,full,0.276261568069458,compare
1045,0.30022287368774414,0.31819236278533936,full,0.2873047888278961,compare
1046,0.2835944890975952,0.3106335699558258,full,0.2877770662307739,full
1047,0.3207615911960602,0.31956028938293457,inv_only,0.3077850937843323,compare
1048,0.34877803921699524,0.325208842754364,inv_only,0.3169103264808655,compare
1049,0.33546513319015503,0.3333992660045624,inv_only,0.31298643350601196,compare
1050,0.3313656151294708,0.34019914269447327,full,0.3175510764122009,compare
1051,0.3396605849266052,0.3389011323451996,inv_only,0.31952965259552,compare
1052,0.3401966094970703,0.34978726506233215,full,0.3245277404785156,compare
1053,0.3229720890522003,0.3432391583919525,full,0.3159823715686798,compare
1054,0.32785382866859436,0.34560659527778625,full,0.32075759768486023,compare
