experiment: long_term_forecast_ETTh1_32_8_A5_PatchTST_FPEM_ETTh1_ftM_sl32_ll16_pl8_dm16_nh4_el1_dl1_df32_expand2_dc4_fc1_ebtimeF_dtTrue_fpem_pmg_raw_raw_freezepatch_A5_B2_C2_P2_M2_V0_fusion_F4_full_relation_R2_relation_smoke_v1_smoke_0
raw_variation/u_shift/Q1_final_MSE: 0.5576124191
raw_variation/u_shift/Q2_count: 575
raw_variation/u_shift/Q2_inv_MSE: 0.6705600023
raw_variation/u_shift/Q2_env_MSE: 0.6705600023
raw_variation/u_shift/Q2_env_gain: 0
raw_variation/u_shift/Q2_final_MSE: 0.6700855494
raw_variation/u_shift/Q3_count: 575
raw_variation/u_shift/Q3_inv_MSE: 0.7185259461
raw_variation/u_shift/Q3_env_MSE: 0.7185259461
raw_variation/u_shift/Q3_env_gain: 0
raw_variation/u_shift/Q3_final_MSE: 0.7180360556
raw_variation/u_shift/Q4_count: 574
raw_variation/u_shift/Q4_inv_MSE: 0.7749672532
raw_variation/u_shift/Q4_env_MSE: 0.7749672532
raw_variation/u_shift/Q4_env_gain: 0
raw_variation/u_shift/Q4_final_MSE: 0.7742987871
raw_variation/u_shift/Q5_count: 574
raw_variation/u_shift/Q5_inv_MSE: 0.8391977549
raw_variation/u_shift/Q5_env_MSE: 0.8391977549
raw_variation/u_shift/Q5_env_gain: 0
raw_variation/u_shift/Q5_final_MSE: 0.8383606672
raw_variation/u_scale/Q1_count: 575
raw_variation/u_scale/Q1_inv_MSE: 0.5006329417
raw_variation/u_scale/Q1_env_MSE: 0.5006329417
raw_variation/u_scale/Q1_env_gain: 0
raw_variation/u_scale/Q1_final_MSE: 0.5004495382
raw_variation/u_scale/Q2_count: 575
raw_variation/u_scale/Q2_inv_MSE: 0.6247078776
raw_variation/u_scale/Q2_env_MSE: 0.6247078776
raw_variation/u_scale/Q2_env_gain: 0
raw_variation/u_scale/Q2_final_MSE: 0.6243786812
raw_variation/u_scale/Q3_count: 575
raw_variation/u_scale/Q3_inv_MSE: 0.7920003533
raw_variation/u_scale/Q3_env_MSE: 0.7920003533
raw_variation/u_scale/Q3_env_gain: 0
raw_variation/u_scale/Q3_final_MSE: 0.791423142
raw_variation/u_scale/Q4_count: 574
raw_variation/u_scale/Q4_inv_MSE: 0.8332443237
raw_variation/u_scale/Q4_env_MSE: 0.8332443237
raw_variation/u_scale/Q4_env_gain: 0
raw_variation/u_scale/Q4_final_MSE: 0.8324663043
raw_variation/u_scale/Q5_count: 574
raw_variation/u_scale/Q5_inv_MSE: 0.8105367422
raw_variation/u_scale/Q5_env_MSE: 0.8105367422
raw_variation/u_scale/Q5_env_gain: 0
raw_variation/u_scale/Q5_final_MSE: 0.8097272515
raw_variation/a_var/Q1_count: 575
raw_variation/a_var/Q1_inv_MSE: 0.5237098932
raw_variation/a_var/Q1_env_MSE: 0.5237098932
raw_variation/a_var/Q1_env_gain: 0
raw_variation/a_var/Q1_final_MSE: 0.5234837532
raw_variation/a_var/Q2_count: 575
raw_variation/a_var/Q2_inv_MSE: 0.5995989442
raw_variation/a_var/Q2_env_MSE: 0.5995989442
raw_variation/a_var/Q2_env_gain: 0
raw_variation/a_var/Q2_final_MSE: 0.599200666
raw_variation/a_var/Q3_count: 575
raw_variation/a_var/Q3_inv_MSE: 0.7447737455
raw_variation/a_var/Q3_env_MSE: 0.7447737455
raw_variation/a_var/Q3_env_gain: 0
raw_variation/a_var/Q3_final_MSE: 0.7442600131
raw_variation/a_var/Q4_count: 574
raw_variation/a_var/Q4_inv_MSE: 0.8666309714
raw_variation/a_var/Q4_env_MSE: 0.8666309714
raw_variation/a_var/Q4_env_gain: 0
raw_variation/a_var/Q4_final_MSE: 0.8658878207
raw_variation/a_var/Q5_count: 574
raw_variation/a_var/Q5_inv_MSE: 0.8264945745
raw_variation/a_var/Q5_env_MSE: 0.8264945745
raw_variation/a_var/Q5_env_gain: 0
raw_variation/a_var/Q5_final_MSE: 0.8256983757
raw_variation/quantile_Q1_count: 575
raw_variation/quantile_Q1_inv_MSE: 0.7618178129
raw_variation/quantile_Q1_env_MSE: 0.7618178129
raw_variation/quantile_Q1_env_gain: 0
raw_variation/quantile_Q1_final_MSE: 0.7610803246
raw_variation/quantile_Q1_raw_variation_norm: 1.794892311
raw_variation/quantile_Q1_c_pat_mean: 0.4432489872
raw_variation/quantile_Q2_count: 575
raw_variation/quantile_Q2_inv_MSE: 0.7564966083
raw_variation/quantile_Q2_env_MSE: 0.7564966083
raw_variation/quantile_Q2_env_gain: 0
raw_variation/quantile_Q2_final_MSE: 0.7558395267
raw_variation/quantile_Q2_raw_variation_norm: 1.97855854
raw_variation/quantile_Q2_c_pat_mean: 0.4295196235
raw_variation/quantile_Q3_count: 575
raw_variation/quantile_Q3_inv_MSE: 0.7430925369
raw_variation/quantile_Q3_env_MSE: 0.7430925369
raw_variation/quantile_Q3_env_gain: 0
raw_variation/quantile_Q3_final_MSE: 0.7425656915
raw_variation/quantile_Q3_raw_variation_norm: 2.078730822
raw_variation/quantile_Q3_c_pat_mean: 0.4094655216
raw_variation/quantile_Q4_count: 574
raw_variation/quantile_Q4_inv_MSE: 0.6856580973
raw_variation/quantile_Q4_env_MSE: 0.6856580973
raw_variation/quantile_Q4_env_gain: 0
raw_variation/quantile_Q4_final_MSE: 0.6852409244
raw_variation/quantile_Q4_raw_variation_norm: 2.183225393
raw_variation/quantile_Q4_c_pat_mean: 0.3873160183
raw_variation/quantile_Q5_count: 574
raw_variation/quantile_Q5_inv_MSE: 0.6134577394
raw_variation/quantile_Q5_env_MSE: 0.6134577394
raw_variation/quantile_Q5_env_gain: 0
raw_variation/quantile_Q5_final_MSE: 0.6131203771
raw_variation/quantile_Q5_raw_variation_norm: 2.37482214
raw_variation/quantile_Q5_c_pat_mean: 0.3490017951

[stage0_warmup]
loaded_a0: False
a0_checkpoint: 
best_epoch: 1
train_loss: 0.5968275438336765
val_loss: 0.9058533211549123
test_loss: 0.8297747895121574
projector_parameter_norm: 5.76022481918335
pattern_representation_variance: 0.9857509136199951
projector_grad_norm: 0.0
